Title,Image URL,Description,Instructions,Training Tips,Groupe Musculaire,Calories de Base Estimées
Soulevé de terre à la trap bar,http://82.66.65.151:7000/images/ExerciceImage/soulevé_de_terre_à_la_trap_bar.jpg,"Le soulevé de terre à la trap barre (trap bar deadlift) est une variante du soulevé de terre et est un exercice utilisé principalement pour cibler les muscles des ischio-jambiers. Cet exercice effectué avec une barre hexagonale cible aussi indirectement les autres muscles de la jambe, ainsi que les muscles grands dorsaux, les avant-bras, les trapèzes et le bas du dos.","1. Mettez en tension vos épaules, vos hanches et votre tronc en inspirant et en expirant avant de vous abaisser vers les poignées de la barre. | 2. Pliez les hanches et les genoux afin d’abaisser votre corps vers la barre de traction. | 3. Saisissez les poignées de la barre hexagonale et engagez vos muscles dorsaux en faisant pivoter vos bras de manière à ce que la partie intérieure du coude soit orientée vers l’avant. | 4. Levez vos hanches et retournez-les jusqu’à ce que vous sentiez un étirement à l’arrière de vos jambes. Vos hanches doivent être plus hautes que vos genoux et vos épaules plus hautes que vos hanches. Toutes les répétitions doivent commencer dans cette position. | 5. Tout en maintenant la colonne vertébrale neutre, gardez la barre hexagonale centrée et commencez votre mouvement vers le haut en poussant le sol avec vos pieds. Alors que vous commencez à vous redresser, contractez vos fessiers et laissez vos hanches se déplacer vers l’avant. | 6. Lorsque vos hanches se déplacent vers l’avant, gardez vos bras tendus et terminez le mouvement en serrant les fesses tout en maintenant une position neutre de la colonne vertébrale. À la fin de chaque répétition, vos épaules doivent arriver directement au niveau de vos hanches. | 7. Commencez le mouvement de descente. Lorsque vous vous abaissez jusqu’à la position de départ, concentrez-vous pour garder la trap bar centrée et maintenez une colonne vertébrale neutre. Faites pivoter vos hanches, en laissant vos genoux se fléchir afin de ramener la barre au sol. | 8. Lorsque les disques de musculation atteignent le sol, la répétition est terminée. Si vous n’avez pas de disques sur la barre (barre à vide), abaissez la barre jusqu’à ce que vos mains atteignent la moitié de vos tibias.","1. Afin d’éviter que la barre ne s’éloigne du corps, vous devez vous concentrer sur la contraction de vos dorsaux afin de maintenir la barre près de vous et de lui permettre de se déplacer de manière linéaire. | 2. L’angle des orteils est très individuel, il dépend de l’anatomie de votre hanche. Faites des essais (orteils légèrement ou neutres) pour voir ce qui vous convient le mieux. | 3. Veillez à ce que les mains soient positionnées au milieu des poignées afin d’éviter que la barre ne s’incline lorsque vous tirez. | 4. Si vous vous concentrez sur le fait de garder le poids entièrement sur les talons, vous ne serez pas en mesure de recruter efficacement vos quadriceps au début du mouvement de levage et vous serez donc lent à décoller. Pour éviter cela, vous devez vous concentrer sur une poussée de l’ensemble du pied : 3 points de contact sont nécessaires : gros orteil, petit orteil et talon. | 5. Si vous avez des difficultés à effectuer la fin du mouvement, vous devriez essayer de faire cet exercice dans une cage à squat avec la barre posée à hauteur des genoux sur les supports. À l’opposé, si vous êtes faible au sol, l’utilisation d’élastique de musculation fixé en haut de la cage à squat pourra vous aider à décoller la barre du sol.",ischio-jambiers,15.0
Leg curl assis à la machine,http://82.66.65.151:7000/images/ExerciceImage/leg_curl_assis_à_la_machine.jpg,"Que vous le fassiez assis ou allongé, le leg curl (appelé en anglais hamstring curl) est l’un des meilleurs moyens d’isoler, de renforcer et de développer vos ischio-jambiers. Cet exercice vous permettra non seulement d’augmenter la force du bas de votre corps, mais aussi de corriger des déséquilibres musculaires avec les quadriceps, de prévenir les blessures et d’améliorer vos performances dans d’autres exercices de musculation.","1. Réglez le levier de la machine en fonction de votre taille et asseyez-vous sur la machine en plaçant votre dos contre le dossier. | 2. Placez l’arrière de la partie inférieure de la jambe sur le levier rembourré (juste quelques centimètres sous les mollets) et fixez le rembourrage supérieur contre vos cuisses, juste au-dessus des genoux. Saisissez ensuite les poignées latérales de la machine et assurez-vous que les jambes soient bien droites devant vous. Ce sera votre position de départ. | 3. En expirant, abaissez le levier de la machine le plus loin possible vers l’arrière en fléchissant les genoux. Gardez votre buste immobile à chaque instant. Maintenez la position contractée pendant une seconde. | 4. Revenez lentement à la position de départ en inspirant.","1. Conservez un mouvement lent et contrôlé. | 2. En gardant vos chevilles fléchies (orteils pointant vers vos tibias) lorsque vous effectuez le leg curl assis, cela autorise un recrutement des gastrocnémiens (muscles des mollets) pour aider à faire le mouvement. Si vous voulez isoler au maximum les muscles ischio-jambiers, orientez vos pointes de pieds en avant. | 3. Une erreur courante est d’essayer de travailler avec une charge trop lourde. Si vous sentez que vos mollets s’efforcent de dominer le mouvement, réduisez votre charge. | 4. Utilisez toujours une amplitude de mouvement complète.",ischio-jambiers,18.75
Leg curl inversé sur le tirage vertical,http://82.66.65.151:7000/images/ExerciceImage/leg_curl_inversé_sur_le_tirage_vertical.jpg,"Cette variante du curl nordique (Nordic hamstring curl) est l’un des meilleurs exercices pour muscler l’arrière des jambes, améliorer la santé des genoux et prévenir les blessures.","1. Placez un banc ou un step derrière le siège d’un appareil de tirage vertical. | 2. Mettez-vous à genoux sur le siège de l’appareil en faisant face au banc, et bloquez fermement vos pieds sous les boudins. | 3. Croisez vos bras sur votre poitrine ou gardez-les le long de votre corps. | 4. Inspirez en laissant votre corps descendre lentement et prudemment vers l’avant, en veillant à contrôler la descente autant que possible avec vos ischio-jambiers. | 5. Abaissez votre torse sur le banc comme si vous faisiez une pompe sur vos genoux. | 6. Expirez en poussant votre corps vers le haut juste assez pour que vos ischio-jambiers puissent prendre le relais et ramener votre corps à la verticale. | 7. Répétez ce mouvement jusqu’à ce que vous ayez effectué le nombre de répétitions souhaité.","1. Gardez vos hanches légèrement fléchies tout au long de l’exercice. Les ischio-jambiers resteront ainsi plus tendus, ce qui leur permettra de travailler plus efficacement. C’est pour cette raison que le banc d’un appareil de leg curl couché n’est pas droit. | 2. Gardez vos chevilles en flexion dorsale. Cela permet à votre gastrocnémien de contribuer autant que possible. Si vos chevilles ne sont pas en flexion dorsale, vos gastrocnémiens seront relâchés et donc incapables d’apporter une contribution suffisante. | 3. Le rôle de vos bras dans cet exercice est uniquement de vous empêcher de percuter votre tête sur le banc. En d’autres termes, vos ischio-jambiers doivent faire l’essentiel du travail. N’utilisez que très peu vos bras. | 4. La hauteur du banc ne doit pas dépasser la hauteur du siège de l’appareil à poulie.",ischio-jambiers,18.75
Zercher deadlift,http://82.66.65.151:7000/images/ExerciceImage/zercher_deadlift.jpg,Le Zercher deadlift est un exercice insolite et très peu orthodoxe. Il s’agit d’une variation très complexe et extrêmement difficile du soulevé de terre classique.,"1. Commencez par vous tenir debout devant la barre. Vos pieds doivent être placés à une distance légèrement supérieure à celle de vos hanches. La barre doit être placée au-dessus du milieu de vos pieds. | 2. Accroupissez-vous aussi bas que possible. Laissez votre dos s’arrondir légèrement. | 3. Passez vos coudes sous la barre, à l’intérieur de vos jambes. | 4. La barre doit reposer sur le haut de vos avant-bras, juste au-dessus de l’intérieur de vos coudes. | 5. Contractez et engagez les muscles abdominaux et gardez-les fermement contractés pendant toute la durée du mouvement. | 6. Commencez à soulever lentement la barre du sol. Ne faites pas de mouvements brusques. | 7. Poussez vos pieds dans le sol et soulevez la barre. | 8. Mettez-vous en position verticale et verrouillez tout le corps. | 9. Maintenez cette position pendant une seconde, puis revenez lentement à la position de départ.","1. En raison de la nature à haut risque de cette variation de soulevé de terre, un échauffement approprié et complet est essentiel avant de commencer cet exercice. | 2. Pour effectuer cet exercice correctement et avec une bonne forme, vous avez besoin de beaucoup de souplesse et de mobilité dans le bas de votre corps. Ainsi, avant d’essayer ce soulevé de terre ou de l’ajouter à votre programme d’entraînement, vous devez vérifier si vous avez la mobilité requise au niveau des hanches, des chevilles et du dos pour vous mettre dans la bonne position de départ. | 3. L’ajout de kilos doit se faire très progressivement et avec prudence. Même une légère augmentation de poids, comme quelques kilos, peut faire une grande différence dans cet exercice. | 4. Cette variante du deadlift est assez éprouvante pour vos avant-bras et peut laisser de vilains hématomes. Pour éviter ou du moins atténuer ce problème, vous pouvez utiliser un rembourrage pour vos avant-bras.",ischio-jambiers,15.0
Leg curl allongé avec élastique,http://82.66.65.151:7000/images/ExerciceImage/leg_curl_allongé_avec_élastique.jpg,Les flexions des ischio-jambiers (également appelées leg curls) sont un excellent exercice d’isolation pour travailler l’arrière des jambes ainsi que les mollets. Ils représentent en fait la version pour les jambes du curl biceps et le mouvement est à peu près le même. Ils peuvent très bien être réalisés avec une bande élastique sans aucun équipement supplémentaire. Le leg curl avec élastique est donc un exercice parfait pour les jambes à la maison ou en vacances.,"1. Fixez la bande élastique sur un point d’ancrage au sol. | 2. Attachez l’extrémité sur vos chevilles. Il existe des accessoires qui vous permettront une attache rapide et confortable. Si vous n’en disposez pas, enroulez simplement l’élastique autour de vos chevilles. | 3. Allongez-vous à plat ventre sur le sol. | 4. Fléchissez vos jambes sans lever les hanches ou le bas du dos, vos hanches resteront sur le sol pendant tout l’exercice. | 5. Revenez lentement en position de départ et répétez le mouvement jusqu’à réaliser le nombre de répétitions souhaité.","1. Si vous sentez que la résistance est trop forte, rapprochez-vous du point d’ancrage de l’élastique (sans la relâcher complètement) ou optez pour un élastique plus petit. | 2. Si vous sentez que vous glissez sur le sol, utilisez un tapis de yoga ou utilisez vos mains pour vous maintenir au sol, mais gardez toujours vos hanches au sol. | 3. Votre élastique doit être tendu dès le début du mouvement. Dans le cas contraire, vos muscles ne travailleront pas sur une amplitude de mouvement complète. | 4. Il est possible de placer un petit coussin sous le bassin pour plus de confort.",ischio-jambiers,18.75
Extensions des mollets avec partenaire,http://82.66.65.151:7000/images/ExerciceImage/extensions_des_mollets_avec_partenaire.jpg,"Si vous souhaitez muscler vos mollets et que vous ne possédez pas la “donkey calf machine”, il est toujours possible de faire appel à un partenaire pour vous aider à reproduire cet exercice.","1. Tenez-vous debout devant un support solide, comme un banc de musculation. | 2. Basculez vos hanches vers l’arrière jusqu’à ce que votre dos soit parallèle au sol. | 3. Demandez à votre partenaire de s’asseoir sur le haut de votre bassin. | 4. En gardant les jambes tendues sans verrouiller les genoux, poussez les plantes de vos pieds au sol et contractez vos mollets pour amorcer le mouvement vers le haut. Contractez vos mollets en position haute. | 5. Revenez lentement à la position de départ en laissant vos talons se diriger vers le sol. | 6. Arrêtez-vous complètement en bas avant de commencer la répétition suivante.","1. N’hésitez pas à utiliser une plate-forme surélevée de votre choix (par exemple, des disques de musculation ou un banc). Cette surélévation permet un étirement plus prononcé des muscles, un facteur clé du développement musculaire. | 2. Si vous n’avez pas de partenaire d’entraînement, il est possible d’utiliser une ceinture lestée à positionner autour de votre taille. | 3. Faites vos répétitions lentement et contrôlez la charge. | 4. Ne craignez pas de faire un grand nombre de répétitions, jusqu’à ce qu’une brûlure extrême envahisse vos mollets ! ",mollets,15.0
Extension des mollets à la barre debout,http://82.66.65.151:7000/images/ExerciceImage/extension_des_mollets_à_la_barre_debout.jpg,"Les extensions des mollets à la barre debout sont un exercice populaire pour cibler les muscles des mollets, en particulier les muscles gastrocnémiens. Il peut être effectué pendant une durée déterminée ou selon un nombre de répétitions déterminé.","1. Saisissez une barre de musculation et placez-la sur l’arrière de vos épaules. Assurez-vous que la barre repose sur les muscles du haut du dos (trapèzes). | 2. En gardant votre équilibre, soulevez vos talons du sol aussi haut que possible. | 3. Contractez les mollets, puis redescendez lentement vos talons aussi bas que possible sans les laisser toucher le sol. | 4. Les jambes doivent être tendues avec une très légère flexion des genoux. | 5. Répétez le mouvement jusqu’au nombre de répétitions souhaité.","1. En théorie, les pieds peuvent être positionnés de différentes manières afin de modifier l’accent mis sur les muscles du mollet. En pointant les pieds vers l’extérieur, il est possible d’isoler le mollet interne (gastrocnémien médial) et, inversement, en pointant les pieds vers l’intérieur, il est possible d’isoler le mollet externe (gastrocnémien latéral). | 2. Une fois que vos mollets sont épuisés, terminez votre série en exécutant des répétitions partielles. La brûlure musculaire que vous ressentirez sera probablement intense, mais si vous voulez des résultats, c’est le prix à payer. | 3. Le rythme des répétitions doit être lent et contrôlé, sans rebondissement. | 4. Pour vous aider à garder l’équilibre, gardez le regard tourné vers l’avant à tout moment. | 5. L’utilisation d’une marche, d’une planchette ou d’un support permettra d’augmenter légèrement l’amplitude de mouvement. Attention, la réalisation de ce mouvement en surélévation peut entraîner une perte d’équilibre.",mollets,15.0
Extensions des mollets assis avec barre,http://82.66.65.151:7000/images/ExerciceImage/extensions_des_mollets_assis_avec_barre.jpg,"Les extensions des mollets assis avec barre (en anglais seated barbell calf raise) sont peu pratiquées, mais cela ne veut pas dire qu’elles sont inefficaces. Il est certes relégué au second plan par rapport aux machines sophistiquées, mais il peut tout de même vous permettre de muscler vos mollets.","1. Asseyez-vous sur un banc, une chaise ou tout autre endroit similaire et placez la barre sur l’extrémité de vos cuisses, près de votre genou, mais pas sur votre genou, bien sûr. | 2. Fléchissez vos mollets pour soulever vos talons aussi hauts que possible. Contractez et maintenez cette position pendant une seconde. | 3. Redescendez lentement vos talons en position de départ et répétez l’exercice jusqu’au nombre de répétitions souhaité.","1. Pour profiter d’une plus grande amplitude de mouvement (et d’une contraction plus importante), placez un step ou un disque de musculation au sol afin d’y poser l’avant de vos pieds. Laissez vos talons descendre aussi bas que possible sans toucher le sol puis faites une extension. | 2. Le rythme des répétitions doit être lent et contrôlé. | 3. Évitez de vous balancer vers l’arrière, mais vous pouvez vous pencher légèrement vers l’avant. | 4. Ne faites jamais cet exercice lourd sans un échauffement progressif. Vous risquez de causer des tensions sur vos chevilles et vos tendons.",mollets,15.0
Élévations des mollets au Donkey,http://82.66.65.151:7000/images/ExerciceImage/élévations_des_mollets_au_donkey.jpg,"Les élévations des mollets à la machine nommée Donkey (en anglais donkey calf machine) sont un exercice classique de musculation des mollets, popularisé par Arnold Schwarzenegger. Bien qu’il le fasse en chargeant une ou deux partenaires de salle de sport sur son dos, voici une façon plus pratique de faire cette variante de montée des mollets.",1. Placez-vous dans la machine à lever les mollets en plaçant le bas du dos et les hanches sous le levier rembourré de l’appareil. Votre sacrum doit être en contact avec le coussin. | 2. Placez vos bras sur les poignées latérales et posez la plante de vos pieds sur le plateau à mollets. Vos talons doivent être en extension. Placez vos orteils vers l’avant et tendez vos jambes sans les verrouiller. C’est la position de départ. | 3. Soulevez vos talons en expirant en étendant vos chevilles aussi haut que possible. Contractez vos mollets. Assurez-vous que les genoux restent immobiles tout au long du mouvement. Maintenez cette position pendant une seconde avant de redescendre. | 4. Revenez lentement à la position de départ en inspirant. Abaissez vos talons en pliant vos chevilles jusqu’à ce que vos mollets soient étirés. | 5. Répétez l’exercice jusqu’à ce que vous ayez atteint le nombre de répétitions souhaité.,"1. Si vous souhaitez faire travailler la partie interne du muscle du mollet (le gastrocnémien interne), vous devez pointer vos pieds vers l’extérieur. | 2. Si vous voulez faire travailler l’extérieur du muscle du mollet (le gastrocnémien latéral), dirigez vos orteils vers l’intérieur. | 3. Vous devez être capable de vous mettre complètement sur la pointe des pieds pendant la montée. Si vous n’arrivez pas à vous lever complètement, la charge est trop lourde et vous ne profitez pas au maximum de l’exercice. | 4. Maximiser l’étirement en position basse est bien plus important que de soulever une charge trop lourde. | 5. Bien que la gamme de répétitions la plus couramment recommandée pour induire l’hypertrophie musculaire soit de 8 à 12 répétitions, certains sportifs préfèrent utiliser et répondent mieux à des gammes de répétitions plus élevées lorsqu’ils entraînent leurs mollets. Des séries de 15 à 20 répétitions sont peut-être ce qu’il vous faut pour faire grossir ce groupe de muscles tenaces.",mollets,15.0
Extensions des mollets au hack-squat,http://82.66.65.151:7000/images/ExerciceImage/extensions_des_mollets_au_hacksquat.jpg,Les extensions de mollets sur une machine de hack squat consistent essentiellement à effectuer une extension de mollets sur une machine de hack squat. Il existe plusieurs variantes de ce type de machines.,"1. Tenez-vous debout sur la machine à hack squat, le dos à plat contre le support et les rembourrages sur le dessus de vos épaules. | 2. Sortez les talons de la plate-forme. | 3. Déverrouillez le levier pour que la machine puisse bouger librement (bien que cela ne soit pas forcément nécessaire). | 4. En gardant les genoux légèrement fléchis, tendez les chevilles pour soulever la machine de hack squat aussi haut que possible. | 5. Maintenez cette position une à deux secondes en effectuant une contraction maximale. | 6. Fléchissez lentement vos chevilles pour abaisser la machine jusqu’à ce que vous sentiez un léger étirement dans vos mollets. | 7. Répétez le mouvement jusqu’au nombre de répétitions prévues. | 8. Si vous avez déverrouillé le levier au début, veillez à le remettre en place lorsque vous avez terminé.","1. Gardez votre dos et vos hanches droits et bien à plat contre le support. | 2. Vos genoux doivent toujours être légèrement fléchis. Ne les verrouillez pas. | 3. Réalisez un mouvement lent et maîtrisé. | 4. Si vous tournez vos orteils vers l’extérieur, le chef interne (médial) de votre gastrocnémien sera mis en valeur. En revanche, si vous tournez vos orteils vers l’intérieur ou si vous les maintenez pointés vers l’avant, les chefs interne et externe (latéraux) de votre gastrocnémien seront activés de manière à peu près égale.",mollets,18.75
Extensions des mollets assis à la Smith machine,http://82.66.65.151:7000/images/ExerciceImage/extensions_des_mollets_assis_à_la_smith_machine.jpg,"Pour renforcer et développer vos mollets, vous avez besoin d’exercices qui offrent un bon étirement en position basse. Cela permet une plus grande amplitude de mouvement. Par ailleurs, vous avez besoin de travailler avec des charges lourdes. Les élévations de mollets à la Smith machine répondent parfaitement à ces deux exigences.","1. Préparez-vous en plaçant un banc plat au centre de la Smith Machine et en plaçant si possible un step ou une cale sous la barre. | 2. Abaissez la barre et ajoutez la charge que vous souhaitez utiliser. | 3. Asseyez-vous à l’extrémité du banc plat, les cuisses sous la barre et les orteils sur le step ou la planchette, les talons pendant à l’extrémité. | 4. Déverrouillez la barre et laissez vos talons descendre le plus bas possible. C’est la position de départ. | 5. Remontez lentement vos talons aussi loin que possible, faites une pause, puis redescendez lentement dans la position de départ.",1. Travaillez avec un rythme lent et régulier. | 2. Levez vos orteils aussi haut que possible et effectuez une contraction maximale pendant 1 à 2 secondes pour intensifier l’effort. | 3. Alternez vos séances avec des séries lourdes avec peu de répétitions (8 maximum) et des séries longues avec le maximum de répétitions.,mollets,15.0
Extensions des mollets debout à la Smith machine,http://82.66.65.151:7000/images/ExerciceImage/extensions_des_mollets_debout_à_la_smith_machine.jpg,"Les élévations de mollets debout sont le meilleur exercice pour développer les mollets récalcitrants. Mais vous n’avez peut-être pas accès à une machine à mollets debout. Et même si vous en avez une, elle peut avoir ses limites en termes de poids.","1. Placez la barre de la Smith Machine à la hauteur des épaules et chargez la barre. | 2. Prenez un step, une cale à mollets ou un disque de musculation et placez-les sous la barre. | 3. Montez sur cet accessoire et placez la plante de vos pieds sur le bord. | 4. Saisissez la barre avec une prise large et placez-la sur le haut de vos muscles trapèzes (pas sur les os de votre colonne vertébrale). | 5. Décrochez la barre et laissez lentement vos talons descendre le plus loin possible. C’est la position de départ. | 6. Remontez ensuite lentement vos talons aussi hauts que possible. | 7. Contractez les muscles du mollet, puis redescendez lentement vos talons dans la position de départ. | 8. Répétez le mouvement jusqu’à ce que vous ayez effectué le nombre de répétitions souhaité.","1. Ne laissez pas vos talons toucher le sol pendant toute la série. | 2. La plante de vos pieds doit se trouver sur le bord du bloc. | 3. Utilisez l’amplitude maximale du mouvement en laissant vos talons descendre aussi bas que possible, puis en les relevant aussi haut que possible. | 4. Veillez à ce que vos genoux ne se plient pas.",mollets,15.0
Extensions des mollets debout à la machine,http://82.66.65.151:7000/images/ExerciceImage/extensions_des_mollets_debout_à_la_machine.jpg,Les élévations des mollets debout à la machine sont un excellent exercice si vous souhaitez isoler les mollets.,"1. Réglez la cale-épaule en fonction de votre taille. | 2. Passez en dessous de la cale et placez la plante de vos pieds sur la plate-forme, les orteils pointant droit devant vous, en laissant les talons pendre en arrière. | 3. Tendez les hanches et les genoux afin de soulever la cale pour les épaules.Abaissez les talons en dorsifléchissant les chevilles jusqu’à ce que les mollets soient complètement étirés. | 4. Redressez les chevilles et expirez en fléchissant les muscles des mollets. | 5. Répétez ce mouvement jusqu’au nombre de répétitions prévu.","1. Effectuez des répétitions lentes et contrôlées. Limitez l’élan et faites une pause au sommet pour accentuer la contraction. | 2. Si vous ressentez une douleur ou une pression à l’arrière de l’articulation du genou, gardez une légère flexion du genou et évitez un blocage complet. | 3. En outre, si le genou n’est pas complètement verrouillé, assurez-vous que la position ne change pas pendant la durée de la répétition. | 4. Limitez la profondeur des talons si vous ressentez un étirement quelconque de la plante du pied pendant l’exercice.",mollets,15.0
Extensions des mollets sur une marche,http://82.66.65.151:7000/images/ExerciceImage/extensions_des_mollets_sur_une_marche.jpg,"L’exercice d’élévation des mollets sur une marche d’escalier a pour objectif de renforcer et de tonifier les muscles du mollet, à savoir le gastrocnémien et le soléaire.","1. Mettez-vous en position de départ avec les talons tombant de la marche. Veillez toujours à ce que vos chevilles, vos genoux et vos hanches soient alignés verticalement afin de protéger vos articulations tout au long de l’exercice. Dans cette position, vous pouvez ressentir un étirement au niveau du mollet. | 2. Remontez lentement et aussi haut que possible sur la pointe des pieds. Gardez vos muscles abdominaux contractés, en vous assurant que vous vous déplacez verticalement, et non vers l’avant ou l’arrière. Maintenez cette position pendant 5 à 10 secondes. | 3. Redescendez avec un mouvement lent et régulier jusqu’à la position de départ. Veillez à nouveau à ne pas vous pencher en avant ou en arrière. | 4. Répétez cet exercice jusqu’au nombre de répétitions prévu.","1. Vous pouvez augmenter la difficulté en travaillant sur une seule jambe. De cette façon, le travail des mollets sera plus important. Le travail de l’équilibre sera également augmenté, ainsi que celui du gainage de la sangle abdominale. | 2. La prise d’une paire d’haltères peut éventuellement être utilisée pour intensifier le travail des muscles. | 3. N’hésitez pas à varier l’orientation des orteils (vers l’intérieur ou l’extérieur), afin de recruter les fibres musculaires différemment. | 4. Entraînez-vous en bas des marches plutôt qu’en haut. En cas de chute suite à un déséquilibre, le risque de blessure sera moins important.",mollets,100.0
Extension des mollets assis à la machine,http://82.66.65.151:7000/images/ExerciceImage/extension_des_mollets_assis_à_la_machine.jpg,Les extensions des mollets en position assise sont très efficaces pour isoler et muscler les mollets.,1. Prenez place sur la machine et placez la plante de vos pieds sur la plate-forme avec vos orteils pointés vers l’avant. Vos talons pendront naturellement vers l’arrière. Placez le bas des quadriceps sous la cale à genoux et agrippez les poignées situées au-dessus avec vos mains. | 2. Faites une extension des chevilles et libérez la barre de sécurité. | 3. Abaissez les talons en dorsifléchissant les chevilles jusqu’à ce que les mollets soient complètement étirés. | 4. Tendez les chevilles et expirez en fléchissant les mollets. | 5. Répétez ce mouvement jusqu’au nombre de répétitions fixé.,"1. Faites des répétitions lentes et contrôlées. Limitez l’élan et faites une pause au sommet pour accentuer la contraction. | 2. Pour maximiser le développement musculaire des muscles des mollets, variez l’orientation des orteils vers l’intérieur et l’extérieur pour accentuer l’effort sur des fibres musculaires différentes. | 3. Limitez la descente des talons si vous ressentez un étirement quelconque de la plante du pied pendant l’exercice.",mollets,15.0
Extension des mollets à la presse,http://82.66.65.151:7000/images/ExerciceImage/extension_des_mollets_à_la_presse.jpg,Les extensions des mollets à la presse à jambes sont une variante des extensions des mollets à la machine qui permet de développer la musculature des mollets.,"1. Chargez la machine avec la quantité de poids désirée et prenez place. | 2. Asseyez-vous et placez vos pieds sur la plateforme en les écartant de la largeur des épaules. | 3. Prenez une grande inspiration, tendez vos jambes, en gardant les sécurités verrouillées (si possible). | 4. Placez vos pieds en bas de la plate-forme. | 5. Réalisez une flexion avec les muscles des mollets afin de développer la charge. Poussez aussi loin que possible ! | 6. Ramenez le poids à la position de départ avec une extension des mollets. | 7. Répétez ce mouvement jusqu’à ce que vous ayez effectué le nombre de répétitions souhaité.","1. Il est possible de réaliser ce mouvement avec une amplitude plus importante en laissant les talons dans le vide et en poussant avec l’avant du pied. | 2. En orientant les orteils légèrement vers l’extérieur, vous pourrez mettre l’accent sur l’intérieur des mollets, et en les orientant légèrement vers l’intérieur, vous pourrez accentuer le travail sur l’extérieur des mollets. | 3. Soyez extrêmement prudent lorsque vous positionnez les pieds sur la plateforme. Si les sécurités ne sont pas en place et que vous perdez le contrôle de cette dernière, vous risquez de vous blesser. | 4. Faites des répétitions lentes et contrôlées. Limitez l’élan et marquez un temps d’arrêt au sommet pour accentuer la contraction. | 5. Si vous ressentez une douleur ou une pression quelconque à l’arrière de l’articulation du genou, conservez une légère flexion du genou et évitez de le verrouiller complètement.",mollets,18.75
SkiErg,http://82.66.65.151:7000/images/ExerciceImage/skierg.jpg,"Le SkiErg (ergomètre de ski) est un appareil de cardio qui reproduit les mouvements de ski de fond, et qui permet de travailler avec une grande intensité sans impact sur les articulations.","1. Commencez par écarter vos pieds et vos mains de la largeur des épaules, les mains placées au-dessus de votre tête. | 2. Tirez les poignées vers le bas en sollicitant vos muscles abdominaux et en pliant les genoux. | 3. Terminez le mouvement avec les genoux légèrement pliés et les bras tendus. | 4. Ramenez vos bras vers le haut et redressez votre corps pour revenir à la position de départ.","1. Une fois que vous êtes à l’aise avec la technique de base du Ski Erg, vous pouvez ajouter des variations, comme vous tenir debout avec un pied en avant et un pied en arrière, puis changer de pied. Vous pouvez également vous mettre sur la pointe des pieds à certains moments de l’entraînement, comme vous le faites à ski. | 2. La flexion des jambes est très importante pour éviter de se faire mal au dos. | 3. Vous aurez beaucoup plus d’efficacité en effectuant des mouvements puissants, plutôt que plusieurs petits moins intenses. | 4. N’oubliez pas qu’il s’agit de réaliser un mouvement de flexion de la hanche, comme pour un mouvement de soulevé de terre, et non un squat. | 5. Vous devez avoir le torse légèrement incliné, mais pas être complètement horizontal et parallèle au sol, car cela peut nuire au bas de votre dos. | 6. Plus le mouvement est long, plus le compteur sera élevé, ne vous privez donc pas d’aller jusqu’au sommet. | 7. Regarder en l’air peut mettre beaucoup de pression sur le cou. Pensez donc à garder le menton légèrement rentré.",cardio,15.0
Burpees,http://82.66.65.151:7000/images/ExerciceImage/burpees.jpg,"Le burpee est un exercice de CrossFit incontournable qui ne laisse personne indifférent. Il est soit adoré, soit détesté. Popularisés dans les années 1940, cet exercice phare pour améliorer sa condition physique est attribuée à Royal H. Burpee, un physiologiste américain. Qu’est-ce que cet exercice et pourquoi faut-il en faire presque sans modération ? Quels sont les bénéfices de cet exercice et les groupes musculaires sollicités ? C’est ce que je vous propose de voir dans cet article !","1. Position debout de départFléchir les jambes et placer les mains au sol avec les pieds en arrière pour se mettre en position de planche puis à plat ventre. | 2. Position couchéeFaire une pompe le dos bien droit, en contractant vos muscles pectoraux et en poussant énergétiquement avec les bras | 3. Position de la grenouilleRamener les pieds au sol en contractant vigoureusement les abdominaux tout en lançant les jambes en avant. | 4. SautPour terminer votre enchaînement, depuis la position de squat “frog squat” (squat grenouille), effectuez un saut vertical explosif avec les bras tendus au-dessus de la tête. Vous avez fait un burpee complet et pouvez maintenant revenir en position.","1. Si vous n’avez pas de matériel, le burpee a pour avantage un renforcement musculaire complet. | 2. Renforce parfaitement les muscles profonds (très important pour le maintien postural). | 3. Cet exercice augmente le rythme cardiaque rapidement et est très efficace pour brûler des calories, jusqu’à 1000 kilocalories (kcal) par heure avec un rythme soutenu. | 4. Le métabolisme de l’organisme est accéléré pendant une longue période. | 5. Développe la  vitesse, la coordination et la flexibilité. | 6. Renforcer le système cardiovasculaire et respiratoire. | 7. Cet exercice de cardio est des plus simple, il ne nécessite pas d’équipement sportif ou une supervision technique de la part d’un coach. Il est donc idéal pour les débutants.",cardio,100.0
